0,0,0,0,0,0,0,0,0,0,0
0,0.00212528,0.00143337,0,0,0,0,0,0,0,0
0,0.153849,0.169292,0.00876,0.00398595,0,0,0,0,0,0
0,0.257695,0.373988,0.36511,0.266814,0.00908425,0,0,0,0,0
0,0.321716,0.503674,0.566195,0.530906,0.414361,0.264109,0.00755901,0,0,0
0,0.343487,0.547864,0.634218,0.624243,0.540202,0.410025,0.250074,0.143482,0.00125764,0
0,0.322078,0.504373,0.567221,0.532287,0.41636,0.267224,0.0145747,0.00789302,0,0
0,0.258474,0.375411,0.367097,0.268985,0.0119663,0,0,0,0,0
0,0.155352,0.17162,0.0125681,0.00575207,0,0,0,0,0,0
0,0.00587727,0.00319011,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
