0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000147728,9.7873e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0108512,0.0122288,0.000684378,0.000298101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0203716,0.0309359,0.0317323,0.0241246,0.00119769,0.000491404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0294633,0.0491299,0.0591994,0.0599282,0.0511517,0.0351209,0.00167187,0.000674604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0381084,0.0664382,0.0852107,0.0946491,0.0949561,0.0864623,0.0688109,0.0450669,0.00210166,0.000846487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0462748,0.0827877,0.109776,0.127479,0.13613,0.135974,0.127214,0.110245,0.0845319,0.0538697,0.00248371,0.00100626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0539361,0.0981256,0.132822,0.158277,0.174743,0.182471,0.181709,0.172713,0.155687,0.131081,0.0981936,0.0614652,0.00281564,0.00115337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0610709,0.112409,0.154283,0.186958,0.2107,0.225773,0.232439,0.230959,0.221589,0.204595,0.180175,0.14883,0.109709,0.0678062,0.00309565,0.00128737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0676625,0.125606,0.17411,0.213456,0.24392,0.26578,0.279309,0.284779,0.28246,0.272618,0.255513,0.23142,0.200531,0.163385,0.119006,0.0728521,0.00332203,0.00140783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0736982,0.137689,0.192266,0.23772,0.274341,0.302416,0.322232,0.334071,0.338212,0.334933,0.324506,0.3072,0.28328,0.253025,0.216621,0.174643,0.126013,0.0765587,0.00349275,0.00151412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0791689,0.148642,0.208723,0.259714,0.301916,0.335628,0.361146,0.378762,0.388766,0.391444,0.387078,0.375948,0.358328,0.33449,0.304701,0.269244,0.228303,0.182484,0.130633,0.0788581,0.00360278,0.0016051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0840681,0.158451,0.223461,0.279413,0.326615,0.365378,0.396005,0.4188,0.434062,0.442084,0.443159,0.437574,0.425612,0.407553,0.383675,0.354252,0.319552,0.279865,0.235371,0.186694,0.132608,0.0793297,0.00277955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0883922,0.167108,0.23647,0.2968,0.348418,0.39164,0.426781,0.454152,0.47406,0.486808,0.492696,0.492019,0.485068,0.472131,0.453493,0.429436,0.400241,0.366185,0.327542,0.28461,0.237574,0.187089,0.131954,0.0786472,0.00363596,0.00174131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0921389,0.174609,0.247742,0.311867,0.367312,0.414401,0.453457,0.484797,0.508738,0.525589,0.535656,0.539244,0.53665,0.528169,0.514094,0.494716,0.470321,0.441197,0.407631,0.369915,0.328337,0.283224,0.2348,0.183786,0.129005,0.0766853,0.00356167,0.00178358,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0953076,0.180954,0.257276,0.324611,0.383294,0.433655,0.476024,0.510726,0.538081,0.558408,0.572019,0.579223,0.580326,0.575629,0.565432,0.550031,0.529721,0.504799,0.47556,0.442303,0.405332,0.364959,0.321499,0.275301,0.2266,0.176096,0.122646,0.0724687,0.00339554,0.00180418,0,0,0,0,0,0,0,0,0,0
