0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000574766,0.0003837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0420871,0.0471579,0.00259105,0.00114337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0769185,0.115658,0.117432,0.0886363,0.0043197,0.00182473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.10776,0.177522,0.211273,0.211226,0.177964,0.121104,0.00565993,0.00240603,0,0,0,0,0,0,0,0,0,0,0,0
0,0.134321,0.230829,0.291709,0.319145,0.315237,0.282569,0.221188,0.143232,0.00655764,0.00287286,0,0,0,0,0,0,0,0,0,0
0,0.156335,0.275011,0.358366,0.408728,0.428408,0.419736,0.38489,0.326743,0.244928,0.153239,0.00530098,0,0,0,0,0,0,0,0,0
0,0.173615,0.309695,0.410702,0.479085,0.517282,0.527721,0.512817,0.475028,0.416644,0.340856,0.24729,0.151161,0.00682248,0.00341678,0,0,0,0,0,0
0,0.186036,0.33463,0.448333,0.529688,0.581224,0.605461,0.60492,0.582134,0.53966,0.480171,0.40622,0.321447,0.225738,0.134116,0.00425513,0,0,0,0,0
0,0.193521,0.349657,0.471015,0.560193,0.619781,0.652357,0.660504,0.646821,0.613946,0.564594,0.501566,0.427867,0.346434,0.261399,0.173499,0.0979826,0.00270887,0,0,0
0,0.196028,0.354688,0.47861,0.57041,0.632695,0.668068,0.67913,0.668505,0.638859,0.592933,0.533576,0.463801,0.3868,0.306178,0.225485,0.150707,0.082094,0.0429453,0.000362928,0
0,0.193542,0.349698,0.471076,0.560275,0.619883,0.652479,0.660648,0.64699,0.614149,0.564843,0.501889,0.428311,0.347077,0.262359,0.174954,0.100001,0.00535761,0.00371156,0,0
0,0.186078,0.334714,0.448458,0.529852,0.581426,0.605702,0.6052,0.582456,0.540033,0.480611,0.406762,0.322156,0.226758,0.13564,0.00700677,0.00389806,0,0,0,0
0,0.17368,0.309824,0.410892,0.479334,0.517587,0.528079,0.513225,0.475486,0.41715,0.341407,0.247901,0.151813,0.00778195,0.00386675,0,0,0,0,0,0
0,0.156425,0.275189,0.358628,0.409067,0.42882,0.420215,0.385432,0.327338,0.245577,0.153866,0.00602419,0,0,0,0,0,0,0,0,0
0,0.134442,0.231067,0.292054,0.319588,0.31577,0.283179,0.221884,0.143964,0.00751346,0.0033202,0,0,0,0,0,0,0,0,0,0
0,0.107924,0.177838,0.211725,0.211792,0.178641,0.121832,0.00661633,0.00285372,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0771528,0.11609,0.118039,0.0893328,0.00527521,0.00227225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0424746,0.0477563,0.00354364,0.00159028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00151175,0.000827588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
